1,21,M,['youtube', 'accident', 'homicide', 'postsecret', 'confession']
0,21,M,['tokyo', 'olympics', 'fukushima']
1,21,M,['rumor', 'ios', 'imovie', 'leak', 'compatibility']
0,21,M,['horror', 'thriller', 'remake', 'shivers']
1,21,M,['cosplay', 'glados', 'portal', 'pax', 'enayla']
1,21,M,[]
1,21,M,['shipwreck', 'salvage', 'scotiadoc']
1,21,M,[]
1,21,M,['game', 'suspension', 'scam', 'accusation', 'cancellation', 'kickstarter', 'crowdfunding', 'ouya']
1,21,M,['rumor', 'leak', 'packaging']
0,21,M,[u'basketball', u'MotionTracking', u'nba', u'nbagametime', u'nbatv', u'sports', u'sportvu', u'statistics', u'stats', u'statsllc', u'tracking']
0,21,M,[u'alt week', u'alt-week', u'AltWeek', u'LADEE', u'science', u'space', u'video']
1,21,M,[u'apple', u'authenticator', u'bug', u'google', u'mobilepostcross', u'security', u'Two-factorAuthentication', u'update']
,21,M,[u'acer', u'asus', u'e book', u'e books', u'e reader', u'e readers', u'e-book', u'e-books', u'e-reader', u'e-readers', u'hp', u'htc', u'IFA', u'IFA2013', u'lenovo', u'lg', u'samsung', u'sony', u'wrapup']
0,21,M,[u'conservation', u'instantwild', u'iridium', u'kenya', u'raspberrypi', u'satellite', u'satelliteinternet', u'video', u'wildlife', u'zoologicalsocietyoflondon', u'zoology']
0,21,M,[u'cryptography', u'encryption', u'networking', u'qan', u'quantum', u'quantumaccessnetwork', u'quantumcomputing', u'QuantumCryptography', u'toshiba']
0,21,M,[u'att', u'cameragrip', u'lumia1020', u'microsoft', u'microsoftstore', u'mobilepostcross', u'nokia', u'smartphone', u'windowsphone', u'windowsphone8']
1,21,M,[u'headphone', u'headphones', u'ifa', u'ifa 2013', u'Ifa2013', u'interview', u'sennheiser', u'video']
1,21,M,[u'ActionCam', u'API', u'APIs', u'Camera Remote', u'Camera Remote Apps', u'CameraRemote', u'CameraRemoteApps', u'Cameras', u'DSC-QX10', u'DSC-QX100', u'HDR-MV1', u'Sony']
1,21,M,[u'app', u'audio', u'ftp', u'ios', u'mobilepostcross', u'smartphone', u'streaming', u'upnp', u'videolan', u'vlc']
1,21,M,[u'dock', u'microsoft', u'peripherals', u'rumor', u'surface', u'SurfacePro', u'SurfacePro2', u'tablets']
0,21,M,[u'ascendg700', u'g700', u'hands-on', u'huawei', u'ifa', u'ifa2013', u'mobilepostcross']
0,21,M,[u'children', u'GalaxyTab3', u'GalaxyTab3Kids', u'hands-on', u'IFA', u'IFA2013', u'kids', u'samsung', u'tablet']
0,21,M,[u'drive', u'encryption', u'gmail', u'google', u'security']
0,21,M,[u'Apple', u'iOS', u'mobilepostcross', u'Music', u'NowPlaying', u'Twitter', u'Twitter Music', u'TwitterMusic']
1,21,M,[u'android', u'fake', u'kirf', u'lumia1020', u'minipost', u'mobilepostcross', u'mobilepostmini', u'nokia', u'smartphone']
1,21,M,[u'4K', u'camcorder', u'hdpostcross', u'hdpostmini', u'minipost', u'pro', u'professional', u'PXW-Z100', u'sony', u'XQD']
1,21,M,[u'106', u'5C', u'5S', u'Android4.4', u'apple', u'cooking', u'distro', u'e-books', u'google', u'ifa', u'iphone', u'KitKat', u'kobo', u'MarcMaron', u'microsoft', u'Nexus5', u'nokia', u'PeripheralVision', u'SmartGlass', u'tdr', u'xbox', u'XboxOne']
1,21,M,[u'backtothefuture', u'delorean', u'ge', u'uber']
1,21,M,[u'EyeTracker', u'EyeTracking', u'eyetribe', u'windows']
1,21,M,[u'alexkinsella', u'android', u'app', u'apple', u'appstore', u'bbm', u'blackberry', u'mobilepostcross']
1,21,M,[u'dlp', u'ifa', u'ifa2013', u'minipost', u'mobilepostcross', u'mobilepostmini', u'picoprojector', u'TexasInstruments', u'ti', u'tiltandroll', u'trp']
1,21,M,[u'closing', u'Distro', u'engadget distro', u'EngadgetDistro', u'magazine', u'weekly']
1,21,M,[u'basisb1band', u'BasisBand', u'F8500', u'fujihs50exr', u'gdgt', u'gdgtweek', u'HS50EXR', u'samsungf8500']
1,21,M,[u'apple', u'china', u'chinamobile', u'iphone', u'iphone5c', u'iphone5s', u'mobilepostcross', u'smartphone', u'TD-SCDMA']
